reranker_margin_threshold,base_margin_threshold,minimum_base_score,minimum_selected_margin,n,coverage,overall_accuracy,selective_accuracy,abstention_rate,reranker_selection_rate,hybrid_selection_rate,agreement_rate
0.0,0.06,0.0,0.02,252,1.0,0.25793650793650796,0.25793650793650796,0.0,0.376984126984127,0.19444444444444445,0.42857142857142855
0.0,0.06,0.0,0.05,252,1.0,0.25793650793650796,0.25793650793650796,0.0,0.376984126984127,0.19444444444444445,0.42857142857142855
0.0,0.06,0.0,0.1,252,1.0,0.25793650793650796,0.25793650793650796,0.0,0.376984126984127,0.19444444444444445,0.42857142857142855
0.0,0.06,0.9,0.0,252,1.0,0.25793650793650796,0.25793650793650796,0.0,0.376984126984127,0.19444444444444445,0.42857142857142855
0.0,0.06,0.9,0.02,252,0.9801587301587301,0.25793650793650796,0.2631578947368421,0.019841269841269882,0.376984126984127,0.19444444444444445,0.42857142857142855
0.0,0.06,0.9,0.05,252,0.9682539682539683,0.25793650793650796,0.26639344262295084,0.031746031746031744,0.376984126984127,0.19444444444444445,0.42857142857142855
0.0,0.06,0.9,0.1,252,0.9523809523809523,0.25793650793650796,0.2708333333333333,0.04761904761904767,0.376984126984127,0.19444444444444445,0.42857142857142855
0.0,0.06,0.925,0.0,252,1.0,0.25793650793650796,0.25793650793650796,0.0,0.376984126984127,0.19444444444444445,0.42857142857142855
0.0,0.06,0.925,0.02,252,0.9246031746031746,0.25793650793650796,0.27896995708154504,0.07539682539682535,0.376984126984127,0.19444444444444445,0.42857142857142855
0.0,0.06,0.925,0.05,252,0.9047619047619048,0.25793650793650796,0.2850877192982456,0.09523809523809523,0.376984126984127,0.19444444444444445,0.42857142857142855
0.0,0.06,0.925,0.1,252,0.8333333333333334,0.25793650793650796,0.30952380952380953,0.16666666666666663,0.376984126984127,0.19444444444444445,0.42857142857142855
0.0,0.06,0.95,0.0,252,1.0,0.25793650793650796,0.25793650793650796,0.0,0.376984126984127,0.19444444444444445,0.42857142857142855
0.0,0.06,0.95,0.02,252,0.876984126984127,0.25,0.2850678733031674,0.12301587301587302,0.376984126984127,0.19444444444444445,0.42857142857142855
0.0,0.06,0.95,0.05,252,0.8214285714285714,0.24603174603174602,0.2995169082125604,0.1785714285714286,0.376984126984127,0.19444444444444445,0.42857142857142855
0.0,0.06,0.95,0.1,252,0.7063492063492064,0.24206349206349206,0.34269662921348315,0.2936507936507936,0.376984126984127,0.19444444444444445,0.42857142857142855
0.0,0.08,0.0,0.0,252,1.0,0.26587301587301587,0.26587301587301587,0.0,0.42857142857142855,0.14285714285714285,0.42857142857142855
0.0,0.08,0.0,0.02,252,1.0,0.26587301587301587,0.26587301587301587,0.0,0.42857142857142855,0.14285714285714285,0.42857142857142855
0.0,0.08,0.0,0.05,252,1.0,0.26587301587301587,0.26587301587301587,0.0,0.42857142857142855,0.14285714285714285,0.42857142857142855
0.0,0.08,0.0,0.1,252,1.0,0.26587301587301587,0.26587301587301587,0.0,0.42857142857142855,0.14285714285714285,0.42857142857142855
0.0,0.08,0.9,0.0,252,1.0,0.26587301587301587,0.26587301587301587,0.0,0.42857142857142855,0.14285714285714285,0.42857142857142855
0.0,0.08,0.9,0.02,252,0.9801587301587301,0.26587301587301587,0.27125506072874495,0.019841269841269882,0.42857142857142855,0.14285714285714285,0.42857142857142855
0.0,0.08,0.9,0.05,252,0.9682539682539683,0.26587301587301587,0.27459016393442626,0.031746031746031744,0.42857142857142855,0.14285714285714285,0.42857142857142855
0.0,0.08,0.9,0.1,252,0.9603174603174603,0.26587301587301587,0.2768595041322314,0.03968253968253965,0.42857142857142855,0.14285714285714285,0.42857142857142855
0.0,0.08,0.925,0.0,252,1.0,0.26587301587301587,0.26587301587301587,0.0,0.42857142857142855,0.14285714285714285,0.42857142857142855
0.0,0.08,0.925,0.02,252,0.9206349206349206,0.26587301587301587,0.28879310344827586,0.07936507936507942,0.42857142857142855,0.14285714285714285,0.42857142857142855
0.0,0.08,0.925,0.05,252,0.9007936507936508,0.26587301587301587,0.29515418502202645,0.09920634920634919,0.42857142857142855,0.14285714285714285,0.42857142857142855
0.0,0.08,0.925,0.1,252,0.8531746031746031,0.26587301587301587,0.3116279069767442,0.14682539682539686,0.42857142857142855,0.14285714285714285,0.42857142857142855
0.0,0.08,0.95,0.0,252,1.0,0.26587301587301587,0.26587301587301587,0.0,0.42857142857142855,0.14285714285714285,0.42857142857142855
0.0,0.08,0.95,0.02,252,0.8650793650793651,0.25793650793650796,0.2981651376146789,0.13492063492063489,0.42857142857142855,0.14285714285714285,0.42857142857142855
0.0,0.08,0.95,0.05,252,0.8095238095238095,0.25396825396825395,0.3137254901960784,0.19047619047619047,0.42857142857142855,0.14285714285714285,0.42857142857142855
0.0,0.08,0.95,0.1,252,0.7301587301587301,0.25,0.3423913043478261,0.2698412698412699,0.42857142857142855,0.14285714285714285,0.42857142857142855
0.0,0.1,0.0,0.0,252,1.0,0.26587301587301587,0.26587301587301587,0.0,0.5,0.07142857142857142,0.42857142857142855
